Discharge Time (s),Max. Voltage Dischar. (V),Min. Voltage Charg. (V),Time at 4.15V (s),Time constant current (s),Charging time (s),RUL
1152.06,4.064,2.763,409.71,1470.15,2520.68,56.7
1151.49,4.115,2.757,399.25,1559.02,2613.53,67.0
1329.04,4.136,2.862,510.75,1808.68,2815.33,126.2
1302.46,4.142,2.852,488.33,1739.23,2744.14,102.6
1328.3,4.131,2.848,513.8,1767.19,2808.72,114.5
1200.1,4.126,2.807,407.59,1523.16,2643.43,66.8
1223.2,4.087,2.802,426.51,1582.69,2695.47,83.4
1514.06,4.258,3.056,654.7,1991.94,3067.44,168.3
1096.02,4.045,2.737,330.6,1396.87,2545.11,37.2
1226.75,4.095,2.78,426.57,1569.82,2628.1,71.6
1149.48,4.086,2.761,385.27,1456.45,2524.44,50.3
1366.78,4.135,2.962,546.42,1858.31,2829.45,130.3
1376.68,4.17,2.916,524.96,1836.72,2810.25,130.1
1140.7,4.046,2.765,384.24,1506.96,2449.9,50.4
1089.88,4.011,2.728,298.41,1328.25,2358.21,14.8
1027.55,3.995,2.686,291.47,1292.74,2378.61,2.9
1203.31,4.092,2.759,428.4,1599.84,2578.26,73.2
1189.34,4.088,2.692,399.9,1571.11,2654.66,70.3
1514.55,4.186,2.994,676.87,2012.21,2990.84,168.0
1241.18,4.092,2.822,432.44,1582.2,2682.5,80.4
1118.21,3.998,2.755,350.47,1477.92,2537.33,44.3
1410.73,4.197,2.959,616.17,1898.32,2899.13,151.6
1211.16,4.128,2.876,464.03,1680.51,2723.03,84.0
1282.19,4.12,2.838,450.16,1702.42,2801.73,102.3
1089.63,3.979,2.636,290.59,1375.88,2411.0,17.2
1176.25,4.086,2.798,390.91,1527.42,2490.61,65.7
1453.95,4.173,3.037,656.38,1950.27,2927.9,160.6
1237.95,4.118,2.857,470.28,1681.57,2657.99,100.6
1202.62,4.077,2.801,412.29,1460.78,2548.05,59.2
1314.32,4.133,2.795,494.69,1636.96,2718.36,106.7
1470.03,4.203,2.979,587.87,1921.97,2956.1,154.9
1156.92,4.051,2.723,379.41,1407.71,2457.02,47.3
1236.38,4.1,2.825,450.67,1636.65,2567.72,86.4
1478.96,4.206,3.062,618.26,1963.12,3010.5,163.0
1125.59,4.026,2.713,324.31,1310.0,2480.84,30.1
1352.68,4.128,2.901,512.99,1769.89,2715.5,122.6
1309.15,4.129,2.817,477.69,1707.07,2714.66,104.8
1349.32,4.111,2.866,522.52,1798.37,2764.28,115.9
1183.93,4.063,2.752,378.19,1504.61,2534.48,60.4
1147.62,4.029,2.812,380.52,1442.88,2584.67,54.0
1329.04,4.123,2.836,519.16,1706.32,2789.73,116.6
1126.51,4.026,2.737,346.76,1408.39,2396.5,37.4
1219.08,4.059,2.827,391.06,1537.2,2633.19,71.9
1124.38,4.053,2.67,350.3,1399.11,2454.47,32.8
1033.94,4.013,2.702,269.01,1289.85,2332.74,2.4
1498.11,4.22,3.032,627.71,1992.81,3005.78,164.9
1194.21,4.078,2.768,412.63,1592.33,2535.45,74.0
1468.27,4.185,3.064,635.54,1958.16,2977.97,164.8
1094.2,4.037,2.769,325.96,1391.68,2437.98,24.7
1266.55,4.116,2.855,486.94,1642.09,2694.56,100.3
1100.2,4.036,2.722,338.35,1418.15,2439.73,35.0
1419.62,4.105,2.867,539.54,1845.21,2837.96,134.5
1412.28,4.17,2.913,571.43,1837.77,2886.9,133.4
1070.54,4.027,2.706,310.26,1323.02,2355.4,20.0
1443.64,4.182,2.975,607.58,1904.06,2931.32,155.1
1094.88,4.048,2.715,326.05,1429.11,2434.14,33.9
1315.4,4.131,2.826,473.49,1694.17,2792.64,104.6
1491.01,4.183,3.051,665.06,2006.51,2994.92,167.6
1420.84,4.171,2.921,576.68,1890.83,2918.17,150.1
1506.06,4.171,3.045,611.82,2051.84,2886.21,162.7
1168.45,4.092,2.742,381.91,1503.87,2498.17,58.9
1045.62,4.033,2.713,318.98,1385.21,2423.37,18.8
1107.22,4.014,2.718,324.61,1476.72,2441.69,32.8
1262.54,4.108,2.828,420.55,1658.05,2683.35,85.6
1361.63,4.162,2.93,540.81,1830.6,2890.23,135.1
1073.85,4.009,2.735,321.24,1376.53,2471.67,26.4
1311.19,4.131,2.824,489.72,1642.01,2721.77,112.5
1166.53,4.076,2.755,415.83,1428.69,2609.94,55.7
1179.07,4.081,2.813,418.11,1510.75,2565.38,58.7
1304.69,4.176,2.85,523.08,1725.39,2786.08,112.9
1184.83,4.091,2.83,437.74,1567.07,2563.47,79.9
1422.63,4.156,2.921,572.72,1856.47,2895.88,138.2
1053.32,4.035,2.711,349.05,1365.68,2394.27,27.4
1391.86,4.152,2.916,559.7,1809.59,2860.64,134.5
1039.6,3.993,2.676,289.87,1351.87,2441.24,11.9
1101.78,4.013,2.756,372.73,1370.64,2468.85,33.8
1356.82,4.06,2.832,511.95,1759.5,2773.03,111.9
1495.84,4.184,2.959,607.18,1895.28,2916.63,145.5
1082.57,4.011,2.775,386.52,1490.58,2462.6,43.7
1181.47,4.042,2.774,357.1,1487.22,2480.21,56.3
1252.18,4.109,2.802,444.76,1610.88,2708.44,91.8
1131.53,4.029,2.739,343.28,1402.27,2469.72,36.8
1420.3,4.204,2.899,574.19,1853.54,2922.42,138.1
1411.69,4.123,2.897,564.67,1856.03,2808.19,131.7
1083.92,4.066,2.703,325.06,1400.32,2369.58,25.6
1198.39,4.116,2.775,450.35,1591.81,2662.72,79.4
1400.27,4.171,2.923,560.56,1824.98,2819.18,131.9
1164.45,4.09,2.793,396.03,1529.48,2487.11,58.0
1298.0,4.131,2.881,490.13,1753.2,2725.64,108.0
1025.24,3.968,2.705,302.96,1322.23,2316.01,9.5
1316.72,4.129,2.886,489.46,1712.21,2671.08,103.9
1120.01,3.993,2.7,342.67,1388.29,2442.75,26.8
1376.88,4.154,2.969,555.17,1877.61,2906.59,141.4
1185.35,4.064,2.796,403.71,1529.4,2548.97,61.1
1126.95,4.032,2.751,343.96,1439.7,2585.54,48.6
1375.63,4.186,2.942,566.54,1828.83,2880.69,143.1
1040.81,3.997,2.729,307.32,1286.07,2383.32,9.5
1168.05,4.082,2.799,394.7,1536.44,2527.43,68.0
1137.07,4.068,2.78,398.54,1551.27,2525.02,63.5
1118.17,4.053,2.737,355.89,1463.74,2556.91,49.1
1425.18,4.164,2.95,619.2,1937.73,2986.61,155.1
1348.34,4.125,2.897,542.23,1811.41,2820.56,127.9
1009.62,4.002,2.666,301.76,1336.43,2391.42,11.8
1335.73,4.121,2.901,543.21,1769.29,2817.16,121.8
1233.46,4.129,2.763,460.33,1622.35,2699.32,90.1
1454.29,4.152,2.979,612.82,1873.85,2891.54,153.2
1165.24,4.103,2.749,395.58,1501.45,2635.74,53.9
1280.85,4.117,2.817,489.81,1588.45,2839.3,98.0
1232.5,4.097,2.8,430.06,1629.82,2634.5,85.6
1226.42,4.083,2.719,451.29,1643.5,2646.42,83.7
1196.02,4.1,2.782,434.69,1588.31,2660.71,78.1
1082.42,4.03,2.706,364.16,1428.2,2499.26,35.8
1384.6,4.155,2.87,524.19,1799.97,2812.33,128.7
1170.68,4.102,2.888,416.13,1589.21,2655.04,77.3
1474.73,4.205,2.974,628.16,1962.91,2964.94,163.0
1118.92,4.07,2.757,382.98,1476.07,2452.09,45.1
1344.11,4.145,2.844,509.56,1749.79,2770.26,116.4
1431.24,4.169,2.972,622.49,1918.34,2971.31,160.0
1319.57,4.088,2.82,495.94,1753.79,2786.14,113.1
1437.32,4.177,2.986,604.22,1896.76,2878.78,148.2
1357.48,4.168,2.965,583.75,1846.26,2870.52,140.8
1145.1,4.105,2.751,386.6,1543.96,2597.89,61.9
1284.97,4.114,2.866,465.86,1757.17,2750.33,102.4
1094.32,4.031,2.69,340.9,1397.73,2427.75,27.4
1259.87,4.119,2.807,464.76,1674.0,2679.78,91.5
1127.59,4.05,2.758,342.3,1438.81,2525.85,39.9
1333.75,4.163,2.861,548.98,1846.79,2871.55,126.7
1211.94,4.085,2.794,463.95,1664.25,2660.48,90.2
1197.83,4.058,2.784,430.8,1544.06,2482.37,70.5
1099.83,4.042,2.748,377.22,1478.65,2436.45,46.4
1477.63,4.156,3.053,644.32,2011.94,2940.2,169.8
1069.29,4.005,2.769,292.94,1314.88,2367.09,13.1
1039.16,3.987,2.671,326.57,1345.3,2377.01,8.4
1093.61,4.043,2.763,340.41,1387.27,2497.88,37.7
1466.31,4.189,3.048,609.28,1988.66,2943.81,165.1
1503.85,4.175,3.016,622.38,1970.89,2962.66,166.5
1320.21,4.154,2.871,472.43,1689.48,2759.15,111.7
1403.19,4.177,2.932,614.63,1910.86,2912.7,149.7
1057.68,4.053,2.736,374.4,1410.54,2446.99,37.2
1531.35,4.198,3.056,640.98,1960.73,3083.0,165.3
1045.17,4.03,2.701,301.2,1342.67,2431.73,25.1
1071.38,3.985,2.721,330.93,1406.71,2347.82,18.1
1100.59,4.04,2.694,323.15,1280.04,2398.61,20.0
1277.52,4.128,2.835,489.7,1612.64,2690.9,97.9
1365.32,4.154,2.91,562.83,1847.62,2838.58,133.0
1139.32,4.074,2.76,376.22,1543.09,2533.25,63.0
1451.58,4.215,2.984,649.82,1941.12,2951.05,166.3
1216.06,4.074,2.813,397.17,1559.34,2537.14,74.4
1115.26,3.991,2.779,315.99,1398.46,2414.66,26.4
1211.76,4.081,2.802,447.22,1591.6,2636.74,79.7
1313.34,4.136,2.848,527.15,1779.45,2757.07,115.8
1425.09,4.164,2.937,561.47,1869.42,2920.76,141.6
1201.06,4.113,2.831,412.05,1579.04,2629.12,78.5
1290.88,4.096,2.875,479.43,1648.76,2723.77,101.3
1130.96,4.03,2.774,394.1,1457.79,2511.79,46.2
1300.1,4.105,2.868,507.71,1711.77,2756.27,110.2
1491.72,4.206,3.071,678.87,2018.94,2992.5,167.6
1080.75,3.971,2.701,295.43,1340.32,2301.25,9.3
1452.17,4.191,2.932,612.37,1904.91,2966.72,150.8
1295.78,4.09,2.815,462.4,1668.49,2646.74,96.0
1100.18,4.028,2.733,347.15,1438.07,2528.78,43.6
1502.13,4.226,3.021,615.2,1949.03,2982.66,162.4
1245.97,4.117,2.75,443.29,1580.26,2625.7,82.7
1121.43,4.063,2.778,404.61,1506.62,2560.97,57.1
1105.79,4.003,2.666,332.12,1392.05,2433.34,31.7
1106.93,4.083,2.753,378.03,1488.62,2526.31,42.3
1369.34,4.161,2.966,603.36,1860.68,2856.5,141.8
1297.67,4.124,2.87,500.05,1779.94,2735.59,104.8
1465.17,4.2,2.952,615.78,1987.02,2910.58,155.3
1118.05,4.0,2.757,342.69,1413.73,2439.77,40.2
1063.85,4.004,2.734,338.34,1357.6,2400.22,21.5
1011.01,3.991,2.74,268.76,1236.68,2384.42,2.0
1303.49,4.1,2.821,456.03,1617.45,2683.45,86.8
1469.48,4.174,3.114,629.89,2009.91,2992.94,169.7
1357.24,4.143,2.859,502.9,1773.58,2786.57,118.4
1148.73,4.056,2.731,376.52,1464.06,2465.85,53.1
1410.42,4.208,2.981,605.45,1902.56,2881.25,149.2
1379.51,4.174,2.933,569.37,1847.52,2819.27,133.1
988.2,3.989,2.671,288.52,1285.58,2341.11,3.6
1384.53,4.158,2.887,562.83,1899.56,2913.33,139.0
1143.61,4.074,2.758,363.0,1480.13,2518.16,51.8
1039.88,4.028,2.721,337.83,1331.5,2432.18,26.3
1124.45,4.011,2.744,360.89,1383.42,2476.34,39.2
1198.81,4.131,2.826,435.32,1590.48,2643.32,80.2
1165.84,4.06,2.818,421.65,1534.78,2608.53,72.8
1112.54,4.101,2.752,395.07,1426.13,2532.32,49.8
1142.7,4.036,2.694,349.42,1381.62,2410.45,30.1
1320.99,4.138,2.877,524.96,1841.71,2872.37,129.8
1505.34,4.151,3.041,658.78,1978.39,2950.53,168.3
1359.85,4.169,2.902,573.37,1839.45,2784.71,132.4
1133.97,4.022,2.738,361.05,1522.73,2529.0,51.0
1135.02,4.049,2.734,371.05,1455.66,2484.21,42.4
1121.86,4.075,2.737,393.33,1397.51,2455.99,37.8
1056.13,3.997,2.697,330.67,1369.61,2399.33,24.1
1229.12,4.121,2.833,459.49,1648.46,2719.76,94.2
1305.46,4.101,2.895,482.04,1716.23,2696.51,103.3
1354.66,4.161,2.871,524.97,1780.87,2758.09,120.2
1320.71,4.135,2.846,489.2,1747.96,2801.73,116.0
1152.15,4.052,2.762,347.82,1479.5,2551.01,50.4
1147.15,4.084,2.738,388.78,1494.02,2512.28,56.8
1307.82,4.146,2.863,512.65,1709.47,2832.54,116.2
1167.15,4.048,2.747,401.09,1458.89,2546.61,60.1
1118.77,4.071,2.702,342.43,1448.25,2451.45,36.9
1186.25,4.039,2.747,400.85,1565.45,2581.27,64.3
1144.76,4.054,2.728,379.84,1468.64,2508.7,47.0
1033.84,3.993,2.674,275.03,1366.1,2415.43,15.9
1446.07,4.135,2.968,561.0,1920.65,2978.27,141.3
1410.34,4.147,2.955,576.75,1873.15,2858.2,145.2
1105.93,4.036,2.764,346.52,1404.97,2455.76,38.1
1010.15,4.012,2.66,281.12,1344.16,2353.47,11.9
1353.32,4.167,2.88,522.92,1842.14,2898.06,125.9
1118.62,4.065,2.746,356.81,1401.1,2398.06,36.7
1206.46,4.079,2.828,413.15,1592.37,2579.97,67.5
1081.91,3.996,2.678,260.3,1310.34,2388.11,11.8
1124.77,4.059,2.698,347.57,1438.14,2518.21,39.2
1393.57,4.144,2.918,556.84,1830.06,2844.83,135.0
1381.6,4.127,2.897,550.12,1857.15,2916.48,136.9
1086.83,4.053,2.783,342.8,1386.73,2428.64,36.0
1185.11,4.088,2.78,392.49,1538.43,2529.72,57.8
1095.88,4.003,2.707,333.42,1319.63,2342.5,23.7
1020.07,4.046,2.694,306.59,1300.34,2406.64,13.5
1513.67,4.21,3.06,656.11,2032.81,2958.7,168.7
1331.51,4.137,2.803,503.26,1806.06,2756.02,111.8
1230.68,4.094,2.822,425.3,1639.03,2745.74,92.6
1385.67,4.171,2.885,545.53,1866.28,2800.36,130.4
1385.63,4.136,2.954,560.56,1915.56,2936.87,143.0
1333.26,4.153,2.892,566.49,1863.64,2909.37,137.3
1019.47,3.98,2.711,285.47,1275.75,2330.97,3.8
1101.03,4.004,2.744,335.21,1446.47,2446.17,32.6
1312.03,4.145,2.862,490.26,1732.01,2739.4,111.7
1250.86,4.077,2.811,394.11,1549.57,2571.04,64.5
1499.62,4.212,2.989,646.59,1921.51,2962.23,167.0
1323.93,4.125,2.874,493.27,1733.35,2836.01,113.5
1486.4,4.211,3.013,620.91,1947.92,2975.47,162.7
1089.89,4.035,2.729,316.89,1418.16,2498.79,35.0
1448.01,4.162,2.918,593.47,1885.57,2878.61,147.0
1163.24,4.046,2.717,362.6,1482.11,2592.76,55.3
1502.01,4.158,3.085,645.64,1991.76,3027.79,168.2
1066.47,4.047,2.745,340.35,1361.32,2447.79,27.6
1206.84,4.12,2.867,469.1,1586.51,2694.08,88.3
1374.08,4.215,2.971,554.13,1827.5,2859.9,135.0
1212.87,4.075,2.743,429.23,1569.22,2642.96,74.1
1211.55,4.076,2.794,432.37,1623.91,2667.78,80.1
1499.62,4.163,3.059,615.67,1983.21,3014.47,167.7
1196.53,4.099,2.816,394.99,1582.49,2632.85,72.9
1300.01,4.132,2.883,495.75,1678.46,2736.87,103.1
1014.5,4.034,2.668,316.82,1314.77,2299.28,10.2
1417.84,4.149,2.92,548.12,1826.47,2885.61,143.3
1295.45,4.141,2.896,505.19,1713.83,2727.23,110.5
1153.89,4.065,2.731,413.88,1473.98,2540.81,69.3
1019.2,4.021,2.658,276.63,1254.19,2351.06,3.7
1321.46,4.125,2.849,466.41,1652.86,2786.82,101.0
985.45,3.963,2.751,271.84,1306.05,2242.47,3.1
1020.3,3.989,2.637,255.71,1290.62,2288.41,1.2
1315.22,4.081,2.846,471.87,1741.06,2736.59,105.1
1153.04,4.007,2.745,349.77,1366.29,2469.55,32.9
1084.46,4.009,2.773,334.96,1432.49,2439.16,33.4
1298.27,4.115,2.87,513.19,1719.14,2784.14,111.4
1009.41,3.997,2.643,269.2,1368.57,2409.25,10.1
1179.12,4.06,2.719,385.7,1486.44,2544.09,54.0
1056.87,4.025,2.76,338.92,1427.13,2439.69,26.3
1268.06,4.112,2.846,434.71,1768.95,2650.2,99.0
1272.17,4.136,2.826,497.63,1755.44,2678.7,112.8
1371.05,4.117,2.897,534.49,1840.41,2785.09,122.9
1153.49,4.046,2.753,379.7,1441.43,2496.63,44.1
1074.38,4.039,2.631,288.75,1377.79,2393.26,16.1
1008.73,4.004,2.641,327.19,1329.47,2385.61,14.3
1217.92,4.09,2.797,424.16,1588.4,2585.88,73.0
1427.89,4.197,3.065,610.37,1973.09,2976.65,160.8
1109.47,4.054,2.743,363.15,1420.23,2466.87,37.8
1130.33,4.051,2.671,395.18,1407.92,2499.41,44.4
1065.84,4.029,2.66,307.8,1305.55,2397.65,18.1
1303.36,4.128,2.859,477.35,1736.08,2707.31,103.3
1327.46,4.146,2.888,498.44,1761.8,2764.7,115.9
1259.76,4.134,2.847,525.7,1757.97,2832.03,109.7
1436.62,4.151,2.932,577.12,1877.78,2935.25,146.5
1233.91,4.069,2.828,424.57,1604.16,2639.75,83.2
1049.63,4.012,2.749,313.4,1358.11,2417.93,23.7
1100.55,4.083,2.773,362.02,1424.98,2503.85,49.9
1357.24,4.126,2.831,497.12,1732.85,2775.64,113.0
1324.56,4.125,2.87,474.7,1697.39,2742.44,104.6
1270.75,4.063,2.807,444.71,1646.51,2654.52,90.7
1312.34,4.138,2.849,516.1,1750.95,2797.49,116.4
1243.09,4.126,2.832,516.2,1765.58,2759.53,108.7
1453.33,4.122,2.958,581.96,1890.85,2896.46,149.9
1289.4,4.119,2.851,456.59,1712.04,2749.69,100.0
1369.7,4.121,2.845,557.89,1839.17,2822.86,132.6
1149.76,4.029,2.72,366.06,1447.79,2450.91,43.0
1347.99,4.153,2.852,535.16,1777.48,2811.85,115.6
1450.02,4.183,3.002,627.13,1914.14,2894.83,153.5
1184.69,4.063,2.75,379.74,1526.95,2603.33,66.2
1380.61,4.143,2.896,523.24,1819.69,2920.24,132.7
1367.85,4.134,2.908,539.3,1795.88,2854.71,123.5
1019.53,4.007,2.701,308.95,1263.58,2343.22,11.1
1288.64,4.089,2.879,496.65,1678.61,2688.02,99.3
1047.38,4.041,2.71,327.38,1386.74,2448.64,23.0
1515.08,4.17,3.082,626.65,1973.86,2986.61,164.5
1409.8,4.126,2.983,582.37,1858.51,2805.34,138.1
1044.58,4.034,2.724,299.76,1366.0,2423.49,19.5
1068.85,4.008,2.726,349.08,1362.92,2396.29,21.6
1263.1,4.117,2.854,483.45,1644.42,2727.5,101.5
1202.56,4.076,2.79,378.55,1557.61,2561.53,59.3
1071.48,3.984,2.698,280.6,1380.7,2360.78,6.9
1275.71,4.107,2.856,462.33,1700.29,2771.8,92.5
1223.71,4.085,2.792,403.05,1537.75,2645.27,66.5
1061.96,4.045,2.75,310.84,1319.8,2332.93,18.1
1410.53,4.148,2.873,543.12,1893.19,2883.5,136.5
1483.32,4.173,2.986,609.26,1938.49,2878.97,155.6
1367.33,4.16,2.927,556.26,1841.46,2886.28,128.9
1404.17,4.167,2.892,560.13,1833.57,2923.58,140.0
1130.82,4.034,2.747,351.72,1440.03,2439.48,37.6
1144.4,4.078,2.764,379.62,1468.76,2494.43,45.5
1085.12,4.001,2.784,354.84,1460.77,2497.95,36.2
1317.26,4.123,2.89,529.21,1844.48,2831.7,130.3
1466.47,4.156,3.012,631.16,1964.57,2941.85,161.2
1294.3,4.165,2.864,549.56,1840.5,2807.71,122.1
1409.52,4.186,2.954,604.36,1900.33,2974.54,150.0
1284.82,4.097,2.9,514.17,1771.69,2691.71,108.9
1170.49,4.07,2.776,418.88,1560.99,2549.0,66.5
1223.07,4.08,2.766,400.37,1593.37,2584.7,73.0
1073.41,3.963,2.697,332.11,1418.34,2448.96,13.7
1042.23,4.002,2.678,311.74,1235.76,2399.42,6.3
1351.49,4.113,2.859,514.72,1726.12,2755.8,118.5
1224.95,4.097,2.774,441.35,1615.39,2613.57,75.1
1201.08,4.084,2.809,461.44,1689.7,2728.99,94.3
1266.44,4.112,2.79,464.06,1670.06,2730.34,95.2
1089.48,4.075,2.751,353.89,1500.3,2514.53,47.9
1239.13,4.11,2.772,419.77,1573.49,2644.02,81.4
1171.62,4.1,2.834,435.68,1661.97,2717.86,80.6
1180.55,4.071,2.768,400.65,1586.18,2577.96,66.6
1415.15,4.133,2.937,548.4,1912.57,2813.23,139.7
1186.65,4.077,2.806,431.68,1542.05,2632.37,77.2
1313.07,4.113,2.785,490.54,1731.87,2740.95,103.0
1454.63,4.172,2.959,607.54,1919.21,2923.98,152.3
1435.53,4.141,3.001,594.63,1968.36,2858.07,147.4
1456.63,4.186,2.94,606.94,1923.09,2939.91,151.5
1122.12,4.024,2.815,367.41,1434.96,2465.19,46.6
1034.74,4.029,2.711,299.16,1319.84,2347.75,6.9
1127.37,4.049,2.761,369.61,1404.62,2479.1,45.1
1134.67,4.069,2.757,358.95,1499.36,2549.86,48.1
1432.75,4.2,3.007,590.17,1917.05,2875.25,154.7
1280.96,4.168,2.889,505.39,1728.11,2713.42,110.7
1041.69,4.012,2.704,309.52,1340.87,2381.34,14.8
1062.79,4.012,2.703,329.83,1360.06,2414.44,23.9
1062.8,4.016,2.678,346.22,1432.02,2418.43,27.3
1323.79,4.153,2.873,492.72,1711.09,2760.88,107.5
1327.08,4.118,2.89,533.15,1813.17,2825.99,125.3
1418.15,4.153,2.92,594.44,1908.49,2939.31,146.3
1495.97,4.192,2.982,607.77,1955.18,2965.37,160.0
1123.76,4.03,2.729,343.89,1390.89,2528.21,35.1
1179.37,4.075,2.728,376.37,1420.89,2487.21,53.4
1103.17,4.015,2.742,368.54,1474.27,2548.79,41.6
1190.94,4.065,2.721,387.42,1492.52,2564.65,61.6
1425.9,4.178,2.963,612.87,1994.19,2868.41,155.6
1267.92,4.09,2.796,469.66,1660.38,2612.99,98.2
1353.29,4.163,2.895,498.98,1837.82,2797.78,125.8
1218.85,4.092,2.776,432.52,1621.14,2679.41,83.8
1019.41,3.995,2.676,292.08,1345.77,2380.04,5.9
1030.55,3.988,2.768,288.84,1333.11,2331.12,11.8
1231.92,4.096,2.845,456.19,1666.25,2659.11,91.9
1369.15,4.121,2.899,548.46,1750.51,2855.29,122.5
1102.41,4.053,2.773,361.96,1446.69,2404.08,37.4
1354.39,4.163,2.898,501.65,1815.41,2778.0,123.0
1400.2,4.194,2.878,577.86,1859.63,2896.41,138.0
1197.4,4.086,2.744,421.01,1594.24,2568.73,70.6
1364.46,4.14,2.811,538.26,1818.24,2839.35,127.1
1184.71,4.066,2.787,374.67,1592.08,2582.43,69.3
1362.34,4.143,2.834,523.86,1758.63,2756.06,115.6
1390.39,4.155,2.882,540.48,1852.44,2799.32,130.1
1495.91,4.195,3.053,649.46,2001.63,2972.68,168.6
1154.01,4.058,2.748,375.27,1575.94,2646.13,59.4
1192.66,4.1,2.782,401.15,1550.55,2573.31,70.5
1095.91,4.017,2.714,346.2,1387.15,2442.59,29.0
1139.56,4.061,2.72,368.34,1396.28,2477.35,35.5
1300.28,4.14,2.825,511.72,1754.62,2897.2,118.2
1470.28,4.175,2.988,635.25,1920.18,3004.88,156.0
1216.11,4.058,2.844,400.14,1610.74,2520.14,67.7
1054.41,4.026,2.734,329.89,1462.39,2467.52,31.4
1133.32,4.061,2.819,348.54,1468.51,2545.57,49.2
1189.83,4.079,2.778,435.27,1634.72,2678.52,77.9
1151.11,4.069,2.745,368.69,1471.1,2458.19,50.1
1106.01,4.031,2.738,351.17,1449.43,2477.3,40.5
1353.43,4.142,2.883,529.69,1844.16,2804.37,125.4
1009.7,3.967,2.724,271.48,1277.44,2346.68,2.3
1275.13,4.115,2.754,467.89,1622.8,2668.95,92.1
1392.83,4.152,2.899,558.42,1855.75,2844.5,135.1
1135.19,4.078,2.796,375.81,1434.75,2445.16,46.0
1292.87,4.131,2.825,468.58,1700.68,2758.6,103.0
1336.35,4.133,2.89,511.95,1757.88,2767.17,114.0
1308.41,4.152,2.876,534.93,1758.19,2752.18,111.7
1254.58,4.092,2.79,413.87,1606.25,2609.92,76.3
1134.86,4.084,2.776,382.91,1524.27,2538.96,59.6
1366.49,4.148,2.93,569.77,1899.4,2923.46,142.3
1323.23,4.159,2.833,528.98,1861.82,2854.64,129.2
1102.18,4.068,2.774,406.57,1522.88,2457.79,55.3
1075.81,3.982,2.69,278.9,1379.4,2332.77,18.4
1059.8,4.036,2.661,286.05,1300.13,2297.82,13.1
1085.53,3.988,2.719,317.92,1348.66,2289.44,16.9
1252.25,4.087,2.843,463.98,1697.24,2760.13,99.5
1056.38,3.945,2.727,298.18,1383.26,2386.58,9.7
1162.73,4.071,2.756,386.51,1442.56,2610.72,57.9
1369.86,4.116,2.921,549.91,1837.76,2817.05,128.3
1157.65,4.042,2.754,374.05,1495.16,2557.75,50.7
1352.1,4.167,2.909,540.8,1840.83,2858.61,130.0
1426.32,4.151,2.905,541.21,1764.45,2746.96,127.0
1153.67,4.03,2.702,354.47,1450.91,2532.69,42.5
1339.66,4.112,2.896,557.88,1849.09,2795.02,124.2
1335.58,4.145,2.896,531.59,1772.49,2844.29,127.4
1187.08,4.091,2.771,415.89,1572.56,2570.02,68.2
1109.39,4.049,2.737,359.68,1403.07,2402.9,36.6
1274.99,4.136,2.891,432.03,1690.19,2686.02,89.1
1426.96,4.171,2.927,597.8,1964.32,3010.26,156.7
1314.28,4.098,2.848,525.79,1740.65,2704.54,109.1
1050.38,4.034,2.749,324.23,1372.66,2447.71,30.2
1340.05,4.138,2.83,514.06,1754.0,2832.95,116.4
1200.55,4.08,2.799,415.34,1561.34,2508.37,73.2
1331.39,4.1,2.845,477.66,1664.75,2680.48,101.0
1317.03,4.091,2.839,529.01,1792.15,2817.49,125.1
1279.53,4.079,2.795,451.34,1576.73,2650.45,88.0
1355.28,4.172,2.975,555.68,1878.68,2846.51,138.6
1316.3,4.148,2.835,526.39,1775.29,2759.97,123.0
1252.83,4.139,2.831,457.72,1687.13,2739.81,104.9
1085.39,4.03,2.715,325.92,1336.86,2388.2,26.5
1380.31,4.18,2.933,582.25,1886.19,2836.48,142.3
1430.49,4.202,2.983,635.34,2008.15,2907.5,159.2
1078.33,4.02,2.719,340.73,1361.49,2464.49,24.1
1243.64,4.094,2.804,434.1,1657.14,2618.07,83.5
1127.15,3.987,2.766,373.94,1471.29,2515.11,44.8
1362.33,4.136,2.921,525.73,1807.25,2807.99,128.5
1394.93,4.13,2.895,521.77,1845.74,2742.68,123.0
1078.57,4.018,2.724,349.0,1321.39,2386.47,24.8
1452.02,4.156,2.908,597.7,1909.32,2892.14,149.2
1095.64,4.048,2.73,340.35,1389.8,2446.36,31.6
1361.52,4.14,2.948,558.13,1853.8,2866.17,135.7
1231.11,4.109,2.747,456.53,1558.74,2580.4,78.2
1140.97,4.041,2.722,392.0,1526.36,2597.22,56.5
1080.04,4.012,2.766,352.19,1336.11,2486.64,27.7
1093.96,4.013,2.678,323.89,1410.62,2437.48,29.3
1269.93,4.119,2.857,491.0,1727.73,2780.83,112.9
1222.39,4.13,2.807,451.21,1674.8,2659.24,94.0
1089.71,4.01,2.756,328.52,1339.33,2343.5,21.6
1046.44,4.009,2.72,341.02,1328.62,2396.88,20.0
1030.82,3.991,2.726,315.79,1374.78,2356.4,13.2
1364.91,4.141,2.893,551.73,1854.99,2888.15,126.7
1334.51,4.144,2.938,528.17,1745.71,2899.2,121.3
1050.95,3.999,2.677,281.47,1322.66,2329.69,10.9
1266.19,4.105,2.837,496.73,1691.32,2704.48,95.7
1056.31,4.029,2.743,318.08,1333.41,2414.49,15.3
1428.93,4.185,3.016,614.53,1924.52,2951.81,153.7
